"sub","partOfMilitaryConflict","place","result","causalties","date","commander"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Illyria","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Sextus_Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Mark_Antony"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Africa_(Roman_province)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Sextus_Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Mark_Antony"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Roman_Greece","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Sextus_Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Mark_Antony"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Hispania","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Sextus_Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Mark_Antony"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Italy_(Ancient_Rome)","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Sextus_Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Mark_Antony"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Domitius_Calvinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Attius_Varus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Cato_the_Younger"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Publius_Cornelius_Sulla"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Titus_Labienus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Decimus_Junius_Brutus_Albinus"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gaius_Scribonius_Curio"
"http://dbpedia.org/resource/Caesar's_Civil_War","http://dbpedia.org/resource/Roman_civil_wars","http://dbpedia.org/resource/Ptolemaic_Kingdom","Caesarian victory",,"1949-01-10","http://dbpedia.org/resource/Gnaeus_Pompeius_(son_of_Pompey_the_Great)"
"http://dbpedia.org/resource/Battle_of_Chrysopolis","http://dbpedia.org/resource/Tetrarchy","http://dbpedia.org/resource/Üsküdar","Constantinian victory",,"0324-09-18",
"http://dbpedia.org/resource/Battle_of_Chrysopolis","http://dbpedia.org/resource/Tetrarchy","http://dbpedia.org/resource/Chalcedon","Constantinian victory",,"0324-09-18",
"http://dbpedia.org/resource/Battle_of_Mursa_Major",,"http://dbpedia.org/resource/Pannonia","Constantius victory","25,000","0351-09-28","http://dbpedia.org/resource/Constantius_II"
"http://dbpedia.org/resource/Battle_of_Mursa_Major",,"http://dbpedia.org/resource/Pannonia","Constantius victory","25,000","0351-09-28","http://dbpedia.org/resource/Magnentius"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 captured","-053-05-06","http://dbpedia.org/resource/Marcus_Licinius_Crassus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 captured","-053-05-06","http://dbpedia.org/resource/Surena"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 captured","-053-05-06","http://dbpedia.org/resource/Gaius_Cassius_Longinus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 captured","-053-05-06","http://dbpedia.org/resource/Publius_Licinius_Crassus_(son_of_triumvir)"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 escaped","-053-05-06","http://dbpedia.org/resource/Marcus_Licinius_Crassus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 escaped","-053-05-06","http://dbpedia.org/resource/Surena"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 escaped","-053-05-06","http://dbpedia.org/resource/Gaius_Cassius_Longinus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","10,000 escaped","-053-05-06","http://dbpedia.org/resource/Publius_Licinius_Crassus_(son_of_triumvir)"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","20,000 killed","-053-05-06","http://dbpedia.org/resource/Marcus_Licinius_Crassus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","20,000 killed","-053-05-06","http://dbpedia.org/resource/Surena"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","20,000 killed","-053-05-06","http://dbpedia.org/resource/Gaius_Cassius_Longinus"
"http://dbpedia.org/resource/Battle_of_Carrhae",,"http://dbpedia.org/resource/Harran","DecisiveParthian victory","20,000 killed","-053-05-06","http://dbpedia.org/resource/Publius_Licinius_Crassus_(son_of_triumvir)"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Timasius"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Alaric_I"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Stilicho"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Theodosius_I"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Eugenius"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","Unknown","0394-09-05","http://dbpedia.org/resource/Arbogast_(general)"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Timasius"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Alaric_I"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Stilicho"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Theodosius_I"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Eugenius"
"http://dbpedia.org/resource/Battle_of_the_Frigidus",,"http://dbpedia.org/resource/Vipava_(river)","Theodosius gains Western Empire","10,000Goths","0394-09-05","http://dbpedia.org/resource/Arbogast_(general)"
"http://dbpedia.org/resource/Battle_of_Zela",,"http://dbpedia.org/resource/Turkey","Decisive Roman victory","unknown","-047-08-02","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Zela",,"http://dbpedia.org/resource/Turkey","Decisive Roman victory","unknown","-047-08-02","http://dbpedia.org/resource/Pharnaces_II_of_Pontus"
"http://dbpedia.org/resource/Battle_of_Zela",,"http://dbpedia.org/resource/Zile","Decisive Roman victory","unknown","-047-08-02","http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Zela",,"http://dbpedia.org/resource/Zile","Decisive Roman victory","unknown","-047-08-02","http://dbpedia.org/resource/Pharnaces_II_of_Pontus"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Childeric_I"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Odoacer"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Flavius_Aetius"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Merovech"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Thorismund"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Theodoric_I"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Theodoric_II"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Gondioc"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Attila_the_Hun"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Ardaric"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Valamir"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Sangiban"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Andag"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Thiudimer"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Vidimer"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Tactically Inconclusive","Unknown","0451-06-20","http://dbpedia.org/resource/Laudaricus"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Huns withdraw from Gaul","Unknown","0451-06-20","http://dbpedia.org/resource/Childeric_I"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Huns withdraw from Gaul","Unknown","0451-06-20","http://dbpedia.org/resource/Odoacer"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Huns withdraw from Gaul","Unknown","0451-06-20","http://dbpedia.org/resource/Flavius_Aetius"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Huns withdraw from Gaul","Unknown","0451-06-20","http://dbpedia.org/resource/Merovech"
"http://dbpedia.org/resource/Battle_of_the_Catalaunian_Plains",,"http://dbpedia.org/resource/France","Huns withdraw from Gaul","Unknown","0451-06-20","http://dbpedia.org/resource/Thorismund"
