"sub","partOfMilitaryConflict","place","result","causalties","date","commander"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Italy","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Hannibal"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Italy","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Flaccus"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Foggia","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Hannibal"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Foggia","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Flaccus"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Ordona","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Hannibal"
"http://dbpedia.org/resource/Battle_of_Herdonia_(212_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Ordona","Carthaginian victory","Minimal",,"http://dbpedia.org/resource/Flaccus"
"http://dbpedia.org/resource/Battle_of_Orchomenus","http://dbpedia.org/resource/First_Mithridatic_War","http://dbpedia.org/resource/Boeotia","Roman victory","about 100",,"http://dbpedia.org/resource/Archelaus_(general)"
"http://dbpedia.org/resource/Battle_of_Orchomenus","http://dbpedia.org/resource/First_Mithridatic_War","http://dbpedia.org/resource/Boeotia","Roman victory","about 100",,"http://dbpedia.org/resource/Lucius_Cornelius_Sulla"
"http://dbpedia.org/resource/Battle_of_Orchomenus","http://dbpedia.org/resource/First_Mithridatic_War","http://dbpedia.org/resource/Orchomenus_(Boeotia)","Roman victory","about 100",,"http://dbpedia.org/resource/Archelaus_(general)"
"http://dbpedia.org/resource/Battle_of_Orchomenus","http://dbpedia.org/resource/First_Mithridatic_War","http://dbpedia.org/resource/Orchomenus_(Boeotia)","Roman victory","about 100",,"http://dbpedia.org/resource/Lucius_Cornelius_Sulla"
"http://dbpedia.org/resource/Battle_of_Panormus","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Palermo","Roman victory","2,500",,"http://dbpedia.org/resource/Hasdrubal"
"http://dbpedia.org/resource/Battle_of_Panormus","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Palermo","Roman victory","2,500",,"http://dbpedia.org/resource/Lucius_Caecilius_Metellus_(died_221_BC)"
"http://dbpedia.org/resource/Battle_of_Philippopolis_(250)","http://dbpedia.org/resource/Crisis_of_the_Third_Century","http://dbpedia.org/resource/Ancient_Rome","Gothic victory","unknown",,"http://dbpedia.org/resource/Cniva"
"http://dbpedia.org/resource/Battle_of_Thermopylae_(191_BC)","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Thermopylae","Decisive Roman victory","According to traditional accounts only 200 Romans killed or wounded",,"http://dbpedia.org/resource/Manius_Acilius_Glabrio_(consul_191_BC)"
"http://dbpedia.org/resource/Battle_of_Thermopylae_(191_BC)","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Thermopylae","Decisive Roman victory","According to traditional accounts only 200 Romans killed or wounded",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_the_Upper_Baetis","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Guadalquivir","Carthaginian victory","Unknown",,"http://dbpedia.org/resource/Mago_Barca"
"http://dbpedia.org/resource/Battle_of_the_Upper_Baetis","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Guadalquivir","Carthaginian victory","Unknown",,"http://dbpedia.org/resource/Publius_Cornelius_Scipio"
"http://dbpedia.org/resource/Battle_of_the_Upper_Baetis","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Guadalquivir","Carthaginian victory","Unknown",,"http://dbpedia.org/resource/Hasdrubal_Barca"
"http://dbpedia.org/resource/Battle_of_the_Upper_Baetis","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Guadalquivir","Carthaginian victory","Unknown",,"http://dbpedia.org/resource/Hasdrubal_Gisco"
"http://dbpedia.org/resource/Battle_of_the_Upper_Baetis","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Guadalquivir","Carthaginian victory","Unknown",,"http://dbpedia.org/resource/Gnaeus_Cornelius_Scipio_Calvus"
"http://dbpedia.org/resource/Battle_of_Ager_Falernus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Campania","Carthaginian victory","Light",,"http://dbpedia.org/resource/Fabius_Maximus"
"http://dbpedia.org/resource/Battle_of_Ager_Falernus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Campania","Carthaginian victory","Light",,"http://dbpedia.org/resource/Hannibal_Barca"
"http://dbpedia.org/resource/Battle_of_Ager_Falernus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Italy","Carthaginian victory","Light",,"http://dbpedia.org/resource/Fabius_Maximus"
"http://dbpedia.org/resource/Battle_of_Ager_Falernus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Italy","Carthaginian victory","Light",,"http://dbpedia.org/resource/Hannibal_Barca"
"http://dbpedia.org/resource/Battle_of_Geronium","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Molise","TacticalCarthaginianvictory","Unknown",,"http://dbpedia.org/resource/Hannibal"
"http://dbpedia.org/resource/Battle_of_Geronium","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Molise","TacticalCarthaginianvictory","Unknown",,"http://dbpedia.org/resource/Marcus_Minucius_Rufus"
"http://dbpedia.org/resource/Battle_of_Geronium","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Molise","strategic draw","Unknown",,"http://dbpedia.org/resource/Hannibal"
"http://dbpedia.org/resource/Battle_of_Geronium","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Molise","strategic draw","Unknown",,"http://dbpedia.org/resource/Marcus_Minucius_Rufus"
"http://dbpedia.org/resource/Battle_of_Mediolanum","http://dbpedia.org/resource/Roman-Germanic_wars","http://dbpedia.org/resource/Italy","Roman victory","Unknown",,"http://dbpedia.org/resource/Gallienus"
"http://dbpedia.org/resource/Battle_of_Mediolanum","http://dbpedia.org/resource/Roman-Germanic_wars","http://dbpedia.org/resource/Mediolanum","Roman victory","Unknown",,"http://dbpedia.org/resource/Gallienus"
"http://dbpedia.org/resource/Battle_of_Suessula","http://dbpedia.org/resource/First_Samnite_War","http://dbpedia.org/resource/Italy","Roman victory","unknown",,"http://dbpedia.org/resource/Marcus_Valerius_Corvus"
"http://dbpedia.org/resource/Battle_of_Suessula","http://dbpedia.org/resource/First_Samnite_War","http://dbpedia.org/resource/Suessula","Roman victory","unknown",,"http://dbpedia.org/resource/Marcus_Valerius_Corvus"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/North_Africa","Roman victory","Unknown",,"http://dbpedia.org/resource/Scipio_Africanus"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/North_Africa","Roman victory","Unknown",,"http://dbpedia.org/resource/Hasdrubal_Gisco"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/North_Africa","Roman victory","Unknown",,"http://dbpedia.org/resource/Masinissa"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/North_Africa","Roman victory","Unknown",,"http://dbpedia.org/resource/Gaius_Laelius"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/North_Africa","Roman victory","Unknown",,"http://dbpedia.org/resource/Syphax"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Utica,_Tunisia","Roman victory","Unknown",,"http://dbpedia.org/resource/Scipio_Africanus"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Utica,_Tunisia","Roman victory","Unknown",,"http://dbpedia.org/resource/Hasdrubal_Gisco"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Utica,_Tunisia","Roman victory","Unknown",,"http://dbpedia.org/resource/Masinissa"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Utica,_Tunisia","Roman victory","Unknown",,"http://dbpedia.org/resource/Gaius_Laelius"
"http://dbpedia.org/resource/Battle_of_the_Great_Plains","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Utica,_Tunisia","Roman victory","Unknown",,"http://dbpedia.org/resource/Syphax"
"http://dbpedia.org/resource/Siege_of_Autun","http://dbpedia.org/resource/Roman-Germanic_wars","http://dbpedia.org/resource/Autun","Roman victory","Unknown",,"http://dbpedia.org/resource/Julian_the_Apostate"
"http://dbpedia.org/resource/Siege_of_Autun","http://dbpedia.org/resource/Roman-Germanic_wars","http://dbpedia.org/resource/Gallia_Lugdunensis","Roman victory","Unknown",,"http://dbpedia.org/resource/Julian_the_Apostate"
"http://dbpedia.org/resource/Battle_of_Adamclisi","http://dbpedia.org/resource/Trajan's_Dacian_Wars","http://dbpedia.org/resource/Romania","Decisive Roman victory","the vast majority of the army",,"http://dbpedia.org/resource/Trajan"
"http://dbpedia.org/resource/Battle_of_Adamclisi","http://dbpedia.org/resource/Trajan's_Dacian_Wars","http://dbpedia.org/resource/Adamclisi","Decisive Roman victory","the vast majority of the army",,"http://dbpedia.org/resource/Trajan"
"http://dbpedia.org/resource/Battle_of_Adamclisi","http://dbpedia.org/resource/Trajan's_Dacian_Wars","http://dbpedia.org/resource/Dobruja","Decisive Roman victory","the vast majority of the army",,"http://dbpedia.org/resource/Trajan"
"http://dbpedia.org/resource/Battle_of_Vosges_(58_BC)","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/Alsace","Roman victory","6,000 killed or wounded",,"http://dbpedia.org/resource/Ariovistus"
"http://dbpedia.org/resource/Battle_of_Vosges_(58_BC)","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/Alsace","Roman victory","6,000 killed or wounded",,"http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Vosges_(58_BC)","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Roman victory","6,000 killed or wounded",,"http://dbpedia.org/resource/Ariovistus"
"http://dbpedia.org/resource/Battle_of_Vosges_(58_BC)","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Roman victory","6,000 killed or wounded",,"http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Cartagena_(209_BC)","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Cartagena,_Spain","Roman victory","1,600",,"http://dbpedia.org/resource/Scipio_Africanus_Major"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Cuglieri","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Titus_Manlius_Torquatus_(dictator)"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Cuglieri","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Hasdrubal_the_Bald"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Sardinia","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Titus_Manlius_Torquatus_(dictator)"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Sardinia","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Hasdrubal_the_Bald"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Cornus,_Sardinia","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Titus_Manlius_Torquatus_(dictator)"
"http://dbpedia.org/resource/Battle_of_Cornus","http://dbpedia.org/resource/Second_Punic_War","http://dbpedia.org/resource/Cornus,_Sardinia","Romanvictory","13,500 casualties; 12,000 killed and 1,500 captured, including Hasdrubal the Bald.",,"http://dbpedia.org/resource/Hasdrubal_the_Bald"
"http://dbpedia.org/resource/Battle_of_the_Lycus","http://dbpedia.org/resource/Third_Mithridatic_War","http://dbpedia.org/resource/Ionia","Roman victory","unknown",,"http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Battle_of_the_Lycus","http://dbpedia.org/resource/Third_Mithridatic_War","http://dbpedia.org/resource/Ionia","Roman victory","unknown",,"http://dbpedia.org/resource/Mithridates_VI_of_Pontus"
"http://dbpedia.org/resource/Battle_of_the_Lycus","http://dbpedia.org/resource/Third_Mithridatic_War","http://dbpedia.org/resource/Lycus_(river_of_Pontus)","Roman victory","unknown",,"http://dbpedia.org/resource/Pompey"
"http://dbpedia.org/resource/Battle_of_the_Lycus","http://dbpedia.org/resource/Third_Mithridatic_War","http://dbpedia.org/resource/Lycus_(river_of_Pontus)","Roman victory","unknown",,"http://dbpedia.org/resource/Mithridates_VI_of_Pontus"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Caratacus"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Vespasian"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Galba"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Togodumnus"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Aulus_Plautius"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Gnaeus_Hosidius_Geta"
"http://dbpedia.org/resource/Battle_of_the_Medway","http://dbpedia.org/resource/Roman_conquest_of_Britain","http://dbpedia.org/resource/Kent","Roman victory","850",,"http://dbpedia.org/resource/Titus_Flavius_Sabinus_(consul_AD_47)"
"http://dbpedia.org/resource/Battle_of_Agrigentum","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Agrigentum","Roman victory","1,200",,"http://dbpedia.org/resource/Hannibal_Gisco"
"http://dbpedia.org/resource/Battle_of_Agrigentum","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Agrigentum","Roman victory","1,200",,"http://dbpedia.org/resource/Quintus_Mamilius_Vitulus"
"http://dbpedia.org/resource/Battle_of_Agrigentum","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Agrigentum","Roman victory","1,200",,"http://dbpedia.org/resource/Lucius_Postumius_Megellus_(consul_262_BC)"
"http://dbpedia.org/resource/Battle_of_Agrigentum","http://dbpedia.org/resource/First_Punic_War","http://dbpedia.org/resource/Agrigentum","Roman victory","1,200",,"http://dbpedia.org/resource/Hanno,_son_of_Hannibal"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Decisive Roman victory","unknown (heavy)",,"http://dbpedia.org/resource/Vercingetorix"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Decisive Roman victory","unknown (heavy)",,"http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Decisive Roman victory","unknown (heavy)",,"http://dbpedia.org/resource/Commius"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Rome secures the conquest ofGaul","unknown (heavy)",,"http://dbpedia.org/resource/Vercingetorix"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Rome secures the conquest ofGaul","unknown (heavy)",,"http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Alesia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/France","Rome secures the conquest ofGaul","unknown (heavy)",,"http://dbpedia.org/resource/Commius"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","DecisiveRomanvictory","17,000 killed",,"http://dbpedia.org/resource/Manius_Manilius"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","DecisiveRomanvictory","17,000 killed",,"http://dbpedia.org/resource/Hasdrubal_the_Boetharch"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","DecisiveRomanvictory","17,000 killed",,"http://dbpedia.org/resource/Scipio_Aemilianus"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","Destruction ofCarthage's city and empire","17,000 killed",,"http://dbpedia.org/resource/Manius_Manilius"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","Destruction ofCarthage's city and empire","17,000 killed",,"http://dbpedia.org/resource/Hasdrubal_the_Boetharch"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","Destruction ofCarthage's city and empire","17,000 killed",,"http://dbpedia.org/resource/Scipio_Aemilianus"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","End of thePunic Wars","17,000 killed",,"http://dbpedia.org/resource/Manius_Manilius"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","End of thePunic Wars","17,000 killed",,"http://dbpedia.org/resource/Hasdrubal_the_Boetharch"
"http://dbpedia.org/resource/Battle_of_Carthage_(c._149_BC)","http://dbpedia.org/resource/Third_Punic_War","http://dbpedia.org/resource/Carthage","End of thePunic Wars","17,000 killed",,"http://dbpedia.org/resource/Scipio_Aemilianus"
"http://dbpedia.org/resource/Battle_of_Gergovia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/Gaul","Gallic victory","according toJulius Caesar: 46 centurions and 700 legionnaries but modern estimates several thousands roman and Aedui killed, 6000 wounded",,"http://dbpedia.org/resource/Vercingetorix"
"http://dbpedia.org/resource/Battle_of_Gergovia","http://dbpedia.org/resource/Gallic_Wars","http://dbpedia.org/resource/Gaul","Gallic victory","according toJulius Caesar: 46 centurions and 700 legionnaries but modern estimates several thousands roman and Aedui killed, 6000 wounded",,"http://dbpedia.org/resource/Julius_Caesar"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Eumenes_II"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Zeuxis_(general)"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Eumenes_II"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","5,000",,"http://dbpedia.org/resource/Zeuxis_(general)"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Eumenes_II"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Zeuxis_(general)"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Eumenes_II"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(ancient sources)",,"http://dbpedia.org/resource/Zeuxis_(general)"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Eumenes_II"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Magnesia_ad_Sipylum","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Zeuxis_(general)"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Lucius_Cornelius_Scipio_Asiaticus"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Seleucus_IV_Philopator"
"http://dbpedia.org/resource/Battle_of_Magnesia","http://dbpedia.org/resource/Roman–Seleucid_War","http://dbpedia.org/resource/Lydia","DecisivePergamene-Romanvictory","(modern source)",,"http://dbpedia.org/resource/Antiochus_III_the_Great"
